TIC;DATE;HOUR;MIN;SEC;HDG;PITCH;HEEL;LAT;LON;EP_TARGET_SPEED;EP_M_POWER;EP_M_ROT_SPEED;LA_SPEED_PWM;LA_CUR_POS_ADC_FILT;LA_TARG_POS_ADC;LA_CUR_ADC_FILT;LA_CUR_AM;RUD_CUR_POS_DEG;SBUS[0];SBUS[1];SBUS[2];SBUS[3]
2405992;28.05.2021;12;16;34;173.919;-0.26;-86.033;59.9851511;30.1673717;31;54;407;0;2308;2316;315;0;165.35;860;1195;476;924
2406092;28.05.2021;12;16;34;173.747;-0.132;-85.268;59.9851511;30.1673717;31;54;407;0;2306;2316;314;0;165.35;860;1195;476;924
2406192;28.05.2021;12;16;34;173.559;0.087;-84.582;59.9851511;30.1673717;31;54;407;0;2308;2316;314;0;165.35;860;1195;476;924
2406292;28.05.2021;12;16;34;173.316;0.426;-84.193;59.9851511;30.1673717;31;54;392;0;2308;2316;313;0;165.35;860;1195;476;924
2406392;28.05.2021;12;16;34;173.049;0.822;-84.179;59.9851511;30.1673717;31;54;392;0;2307;2316;313;0;165.35;860;1195;476;924
2406492;28.05.2021;12;16;35;172.85;1.19;-84.372;59.9851511;30.1673717;31;54;392;0;2302;2316;314;0;165.35;860;1195;476;924
2406593;28.05.2021;12;16;35;172.512;1.678;-84.953;59.9851511;30.1673717;31;54;392;0;2306;2316;315;0;165.35;860;1195;476;924
2406693;28.05.2021;12;16;35;172.25;2.043;-85.713;59.9851522;30.1673681;31;54;392;0;2308;2316;316;0;165.35;860;1195;476;924
2406793;28.05.2021;12;16;35;172.093;2.224;-86.737;59.9851522;30.1673681;31;54;392;0;2304;2316;316;0;165.35;860;1195;476;924
2406893;28.05.2021;12;16;35;172.064;2.185;-87.75;59.9851522;30.1673681;26;54;392;-65535;2306;626;315;0;165.35;857;1164;481;151
2406994;28.05.2021;12;16;35;171.843;2.002;-88.5;59.9851522;30.1673681;26;54;392;-65535;2276;626;316;0;165.35;857;1164;481;151
2407094;28.05.2021;12;16;35;171.805;1.701;-89.27;59.9851522;30.1673681;26;54;392;-65535;2200;626;315;0;165.35;857;1164;481;151
2407194;28.05.2021;12;16;35;171.892;1.321;-89.569;59.9851548;30.1673615;20;57;410;-65535;2122;626;315;0;165.35;860;1126;484;151
2407294;28.05.2021;12;16;35;171.945;0.985;-89.341;59.9851548;30.1673615;20;57;410;-65535;2048;626;316;0;165.35;860;1126;484;151
2407394;28.05.2021;12;16;36;171.875;0.785;-88.665;59.9851548;30.1673615;20;57;410;-65535;1969;626;316;0;165.35;860;1126;484;151
2407494;28.05.2021;12;16;36;171.715;0.722;-87.947;59.9851566;30.1673559;15;57;410;-65535;1892;626;316;0;165.35;859;1095;485;151
2407594;28.05.2021;12;16;36;171.455;0.742;-87.039;59.9851566;30.1673559;15;57;410;-65535;1815;626;315;0;165.35;859;1095;485;151
2407694;28.05.2021;12;16;36;171.14;0.834;-86.241;59.9851566;30.1673559;15;57;410;-65535;1740;626;315;0;165.35;859;1095;485;151
2407794;28.05.2021;12;16;36;170.824;0.841;-85.782;59.9851566;30.1673559;15;57;410;-65535;1665;626;318;0;165.35;859;1095;485;151
2407895;28.05.2021;12;16;36;170.525;0.739;-85.653;59.9851566;30.1673559;15;57;410;-65535;1592;626;315;0;165.35;859;1095;485;151
2407998;28.05.2021;12;16;36;170.325;0.6;-85.774;59.9851574;30.1673536;15;57;410;-65535;1516;626;315;0;165.35;859;1095;485;151
2408098;28.05.2021;12;16;36;170.159;0.386;-86.11;59.9851574;30.1673536;15;57;410;-65535;1442;626;314;0;165.35;859;1095;485;151
2408198;28.05.2021;12;16;36;170.033;0.183;-86.615;59.9851574;30.1673536;15;57;301;-65535;1366;626;315;0;165.35;859;1095;485;151
2408298;28.05.2021;12;16;36;170.01;0.069;-87.198;59.9851574;30.1673536;15;57;301;-65535;1291;626;315;0;165.35;859;1095;485;151
2408398;28.05.2021;12;16;37;170.092;0.055;-87.955;59.9851574;30.1673536;15;57;301;-63000;1216;626;314;0;165.35;859;1095;485;151
2408498;28.05.2021;12;16;37;170.238;0.124;-88.569;59.9851574;30.1673536;15;57;301;-54300;1150;626;314;0;165.35;859;1095;485;151
2408598;28.05.2021;12;16;37;170.266;0.258;-89.398;59.9851574;30.1673536;0;57;301;65535;1089;2325;315;0;165.35;861;998;476;928
2408698;28.05.2021;12;16;37;170.594;0.388;-90.248;59.9851574;30.1673536;0;57;301;65535;1139;2325;313;0;165.35;861;998;476;928
2408798;28.05.2021;12;16;37;171.016;0.48;-90.799;59.985159;30.1673497;0;57;301;65535;1207;2325;313;0;165.35;861;998;476;928
2408898;28.05.2021;12;16;37;171.335;0.527;-90.958;59.985159;30.1673497;0;57;301;65535;1279;2325;312;0;165.35;861;998;476;928
2408998;28.05.2021;12;16;37;171.808;0.594;-90.701;59.985159;30.1673497;0;1;301;65535;1342;2325;312;0;165.35;861;998;476;928
2409098;28.05.2021;12;16;37;172.123;0.743;-89.918;59.985159;30.1673497;0;1;0;65535;1409;2325;312;0;165.35;861;998;476;928
2409198;28.05.2021;12;16;37;172.321;1.065;-88.589;59.985159;30.1673497;0;1;0;65535;1482;2325;311;0;165.35;861;998;476;928
2409298;28.05.2021;12;16;37;172.399;1.536;-87.203;59.985159;30.1673497;0;1;0;65535;1551;2325;313;0;165.35;861;998;476;928
2409398;28.05.2021;12;16;38;172.36;2;-86.122;59.985162;30.1673419;-4;1;0;65535;1621;2318;313;0;165.35;858;960;476;925
2409498;28.05.2021;12;16;38;172.339;2.565;-85.033;59.985162;30.1673419;-6;1;0;65535;1690;2318;313;0;165.35;858;960;476;925
2409598;28.05.2021;12;16;38;172.346;2.937;-84.351;59.985162;30.1673419;-6;1;0;58200;1765;2318;312;0;165.35;858;960;476;925
2409698;28.05.2021;12;16;38;172.325;2.882;-84.297;59.985162;30.1673419;-6;1;0;50000;1834;2318;312;0;165.35;858;960;476;925
2409798;28.05.2021;12;16;38;172.255;2.367;-84.791;59.985162;30.1673419;-6;1;0;40100;1896;2318;312;0;165.35;858;960;476;925
2409898;28.05.2021;12;16;38;172.234;1.848;-85.347;59.9851635;30.1673398;-6;1;0;36800;1961;2318;311;0;165.35;860;967;476;925
2409998;28.05.2021;12;16;38;172.191;0.919;-86.498;59.9851635;30.1673398;-5;1;0;29700;2015;2318;311;0;165.35;860;967;476;925
2410098;28.05.2021;12;16;38;172.203;0.065;-87.846;59.9851635;30.1673398;-5;1;0;29700;2075;2318;313;0;165.35;860;967;476;925
2410198;28.05.2021;12;16;38;172.198;-0.458;-89.124;59.9851635;30.1673398;-4;1;0;18300;2124;2325;312;0;165.35;860;968;476;928
2410298;28.05.2021;12;16;38;172.228;-0.629;-90.081;59.9851635;30.1673398;-4;1;0;18800;2167;2325;313;0;165.35;860;968;476;928
2410398;28.05.2021;12;16;39;172.199;-0.522;-91.101;59.9851635;30.1673398;-4;1;0;13107;2209;2325;311;0;165.35;860;968;476;928
2410498;28.05.2021;12;16;39;172.153;-0.094;-91.874;59.9851652;30.1673348;-5;1;0;13107;2243;2325;312;0;165.35;860;963;480;928
2410598;28.05.2021;12;16;39;172.108;0.398;-92.153;59.9851652;30.1673348;-5;1;0;13107;2267;2325;312;0;165.35;860;963;480;928
2410699;28.05.2021;12;16;39;172.08;0.857;-91.935;59.9851652;30.1673348;-5;1;0;13107;2293;2325;312;0;165.35;860;963;480;928
2410799;28.05.2021;12;16;39;172.015;1.061;-91.282;59.9851652;30.1673348;-1;1;0;0;2320;2318;313;0;165.35;861;992;476;925
2410899;28.05.2021;12;16;39;171.977;1.066;-90.483;59.9851652;30.1673348;-1;1;0;0;2320;2318;313;0;165.35;861;992;476;925
2410999;28.05.2021;12;16;39;171.908;0.928;-89.125;59.9851652;30.1673348;-1;1;0;0;2320;2318;312;0;165.35;861;992;476;925
2411099;28.05.2021;12;16;39;171.851;0.773;-87.741;59.9851652;30.1673348;-1;1;0;0;2319;2318;312;0;165.35;861;992;476;925
2411199;28.05.2021;12;16;39;171.756;0.727;-86.265;59.9851652;30.1673348;-1;1;0;0;2320;2318;312;0;165.35;861;992;476;925
2411299;28.05.2021;12;16;39;171.682;0.799;-85.455;59.9851652;30.1673348;-1;1;0;0;2319;2318;313;0;165.35;861;992;476;925
2411399;28.05.2021;12;16;40;171.543;1.096;-84.492;59.9851652;30.1673348;-1;1;0;0;2317;2318;313;0;165.35;861;992;476;925
2411499;28.05.2021;12;16;40;171.418;1.54;-84.027;59.9851652;30.1673348;-1;1;0;0;2320;2318;314;0;165.35;861;992;476;925
2411599;28.05.2021;12;16;40;171.349;1.98;-84.065;59.985167;30.167331;-1;1;0;0;2322;2318;313;0;165.35;861;992;476;925
2411700;28.05.2021;12;16;40;171.261;2.332;-84.534;59.985167;30.167331;-1;1;0;0;2317;2318;313;0;165.35;861;992;476;925
2411800;28.05.2021;12;16;40;171.191;2.489;-85.178;59.985167;30.167331;0;1;0;0;2317;2325;312;0;165.35;857;998;480;928
2411900;28.05.2021;12;16;40;171.139;2.47;-86.358;59.985167;30.167331;0;1;1;0;2319;2325;314;0;165.35;857;998;480;928
2412000;28.05.2021;12;16;40;171.172;2.232;-87.612;59.985167;30.167331;0;1;1;0;2317;2325;314;0;165.35;857;998;480;928
2412101;28.05.2021;12;16;40;171.191;1.819;-89.03;59.9851676;30.1673287;0;1;1;0;2319;2316;313;0;165.35;864;995;480;924
2412201;28.05.2021;12;16;40;171.188;1.396;-90.217;59.9851676;30.1673287;0;1;1;0;2319;2316;313;0;165.35;864;995;480;924
2412301;28.05.2021;12;16;40;171.169;1.071;-91.004;59.9851676;30.1673287;0;1;1;0;2318;2316;314;0;165.35;864;995;480;924
2412401;28.05.2021;12;16;41;171.182;0.725;-91.684;59.9851676;30.1673287;1;1;1;0;2320;2325;314;0;165.35;861;1001;480;928
2412501;28.05.2021;12;16;41;171.198;0.436;-91.945;59.9851676;30.1673287;1;1;1;0;2318;2325;313;0;165.35;861;1001;480;928
2412601;28.05.2021;12;16;41;171.223;0.248;-91.736;59.9851676;30.1673287;1;1;1;0;2321;2325;314;0;165.35;861;1001;480;928
2412701;28.05.2021;12;16;41;171.142;0.141;-91.055;59.9851687;30.1673255;1;1;1;0;2321;2325;313;0;165.35;861;1001;480;928
2412804;28.05.2021;12;16;41;171.054;0.118;-90.329;59.9851687;30.1673255;1;1;0;0;2318;2325;315;0;165.35;861;1001;480;928
2412904;28.05.2021;12;16;41;170.928;0.17;-89.271;59.9851687;30.1673255;1;1;0;0;2318;2325;314;0;165.35;861;1001;480;928
2413004;28.05.2021;12;16;41;170.727;0.332;-88.086;59.9851687;30.1673255;1;1;0;0;2317;2325;314;0;165.35;861;1001;480;928
2413104;28.05.2021;12;16;41;170.489;0.552;-87.167;59.9851687;30.1673255;1;1;0;0;2319;2325;314;0;165.35;861;1001;480;928
2413204;28.05.2021;12;16;41;170.289;0.834;-86.488;59.9851687;30.1673255;1;1;0;0;2319;2325;315;0;165.35;861;1001;480;928
2413306;28.05.2021;12;16;41;170.166;1.038;-86.229;59.9851687;30.1673255;1;1;0;0;2321;2325;315;0;165.35;861;1001;480;928
2413406;28.05.2021;12;16;42;170.006;1.26;-86.175;59.9851687;30.1673255;1;1;0;0;2322;2325;315;0;165.35;861;1001;480;928
2413506;28.05.2021;12;16;42;169.759;1.419;-86.385;59.9851691;30.1673234;30;1;0;-65535;2317;634;315;0;165.35;864;1189;440;155
2413606;28.05.2021;12;16;42;169.617;1.458;-86.724;59.9851691;30.1673234;30;1;0;-65535;2269;634;314;0;165.35;864;1189;440;155
2413706;28.05.2021;12;16;42;169.577;1.436;-87;59.9851691;30.1673234;30;1;1;-65535;2185;634;316;0;165.35;864;1189;440;155
2413806;28.05.2021;12;16;42;169.579;1.324;-87.379;59.9851691;30.1673234;30;1;1;-65535;2105;634;316;0;165.35;864;1189;440;155
2413906;28.05.2021;12;16;42;169.62;1.234;-87.645;59.9851691;30.1673234;30;1;1;-65535;2023;634;316;0;165.35;864;1189;440;155
2414006;28.05.2021;12;16;42;169.697;1.124;-87.824;59.9851691;30.1673234;30;1;1;-65535;1948;634;314;0;165.35;864;1189;440;155
2414107;28.05.2021;12;16;42;169.782;1.049;-87.855;59.9851691;30.1673234;30;1;1;-65535;1872;634;315;0;165.35;864;1189;440;155
2414207;28.05.2021;12;16;42;169.788;0.953;-87.811;59.9851691;30.1673234;30;1;1;-65535;1793;634;315;0;165.35;864;1189;440;155
2414307;28.05.2021;12;16;42;169.828;0.807;-87.646;59.9851697;30.1673216;30;1;1;-65535;1713;634;315;0;165.35;864;1189;440;155
2414407;28.05.2021;12;16;43;169.765;0.631;-87.321;59.9851697;30.1673216;30;1;1;-65535;1646;634;316;0;165.35;864;1189;440;155
2414507;28.05.2021;12;16;43;169.686;0.46;-86.918;59.9851697;30.1673216;30;34;1;-65535;1570;634;315;0;165.35;864;1189;440;155
2414608;28.05.2021;12;16;43;169.554;0.364;-86.558;59.9851697;30.1673216;30;34;1;-65535;1492;634;315;0;165.35;864;1189;440;155
2414711;28.05.2021;12;16;43;169.469;0.35;-86.301;59.9851697;30.1673216;30;34;325;-65535;1422;634;313;0;165.35;864;1189;440;155
2414811;28.05.2021;12;16;43;169.362;0.432;-86.078;59.98517;30.1673189;50;34;325;-65535;1348;626;315;0;165.35;860;1315;484;151
2414911;28.05.2021;12;16;43;169.332;0.634;-85.997;59.98517;30.1673189;50;34;325;-65535;1269;626;314;0;165.35;860;1315;484;151
2415012;28.05.2021;12;16;43;169.336;0.894;-86.136;59.98517;30.1673189;50;34;325;-57300;1199;626;314;0;165.35;860;1315;484;151
2415112;28.05.2021;12;16;43;169.276;1.161;-86.453;59.98517;30.1673189;50;34;325;-50300;1129;626;314;0;165.35;860;1315;484;151
2415212;28.05.2021;12;16;43;169.31;1.306;-86.888;59.98517;30.1673189;50;34;325;-44200;1060;626;312;0;165.35;860;1315;484;151
2415314;28.05.2021;12;16;43;169.365;1.32;-87.294;59.9851701;30.1673183;55;34;325;-35700;996;626;312;0;165.35;858;1347;481;151
2415415;28.05.2021;12;16;44;169.549;1.202;-87.784;59.9851701;30.1673183;55;34;325;-31800;935;626;312;0;165.35;858;1347;481;151
2415515;28.05.2021;12;16;44;169.85;0.947;-88.24;59.9851701;30.1673183;55;102;325;-31800;879;626;313;0;165.35;858;1347;481;151
2415615;28.05.2021;12;16;44;170.3;0.688;-88.488;59.9851701;30.1673183;55;102;511;-24200;828;626;312;0;165.35;858;1347;481;151
2415715;28.05.2021;12;16;44;170.905;0.48;-88.488;59.9851701;30.1673183;55;102;511;-18100;785;626;312;0;165.35;858;1347;481;151
2415817;28.05.2021;12;16;44;171.405;0.445;-88.278;59.9851701;30.1673183;55;102;511;-14300;754;626;311;0;165.35;858;1347;481;151
2415917;28.05.2021;12;16;44;172.163;0.511;-87.882;59.9851701;30.1673183;61;102;511;-13107;737;630;311;0;165.35;861;1387;481;153
2416017;28.05.2021;12;16;44;173.15;0.666;-87.233;59.9851701;30.1673183;61;102;511;-13107;720;630;310;0;165.35;861;1387;481;153
2416117;28.05.2021;12;16;44;174.186;0.767;-86.472;59.9851708;30.1673165;61;102;511;-13107;720;630;311;0;165.35;861;1387;481;153
2416217;28.05.2021;12;16;44;175.454;0.694;-85.508;59.9851708;30.1673165;61;102;511;-13107;707;630;310;0;165.35;861;1387;481;153
2416319;28.05.2021;12;16;44;176.424;0.493;-84.823;59.9851708;30.1673165;61;102;511;-13107;688;630;310;0;165.35;861;1387;481;153
2416419;28.05.2021;12;16;45;177.75;0.095;-84.035;59.9851708;30.1673165;61;202;511;-13107;687;630;308;0;165.35;861;1387;481;153
2416519;28.05.2021;12;16;45;179.314;-0.42;-83.403;59.9851708;30.1673165;61;202;639;-13107;679;630;308;0;165.35;861;1387;481;153
2416619;28.05.2021;12;16;45;-179.286;-0.879;-83.104;59.9851708;30.1673165;61;202;639;0;669;630;309;0;165.35;861;1387;481;153
2416719;28.05.2021;12;16;45;-178.054;-1.163;-83.059;59.9851729;30.1673116;56;202;639;0;669;626;307;0;165.35;864;1355;480;151
2416819;28.05.2021;12;16;45;-176.504;-1.336;-83.229;59.9851729;30.1673116;56;202;639;0;671;626;308;0;165.35;864;1355;480;151
2416919;28.05.2021;12;16;45;-174.74;-1.259;-83.733;59.9851729;30.1673116;56;202;639;0;667;626;307;0;165.35;864;1355;480;151
2417019;28.05.2021;12;16;45;-173.204;-0.968;-84.297;59.9851729;30.1673116;56;202;639;0;666;626;307;0;165.35;864;1355;480;151
2417119;28.05.2021;12;16;45;-171.474;-0.48;-84.885;59.9851729;30.1673116;56;202;639;0;668;626;306;0;165.35;864;1355;480;151
2417219;28.05.2021;12;16;45;-169.856;0.012;-85.305;59.9851744;30.1673083;56;202;639;0;668;626;305;0;165.35;860;1377;480;151
2417319;28.05.2021;12;16;45;-168.543;0.397;-85.483;59.9851744;30.1673083;60;203;639;0;668;626;306;0;165.35;861;1379;480;151
2417419;28.05.2021;12;16;46;-166.838;0.834;-85.533;59.9851744;30.1673083;60;203;635;0;666;626;305;0;165.35;861;1379;480;151
2417519;28.05.2021;12;16;46;-165.023;1.184;-85.304;59.9851744;30.1673083;60;203;635;0;667;626;304;0;165.35;861;1379;480;151
2417619;28.05.2021;12;16;46;-163.353;1.412;-84.955;59.9851744;30.1673083;60;203;635;0;667;626;305;0;165.35;861;1379;480;151
2417719;28.05.2021;12;16;46;-161.574;1.573;-84.492;59.9851744;30.1673083;60;203;635;0;671;626;304;0;165.35;861;1379;480;151
2417822;28.05.2021;12;16;46;-160.234;1.672;-84.233;59.9851764;30.1673017;56;203;635;0;669;626;304;0;165.35;864;1355;481;151
2417922;28.05.2021;12;16;46;-158.565;1.758;-83.949;59.9851764;30.1673017;56;203;635;0;669;626;304;0;165.35;864;1355;481;151
2418022;28.05.2021;12;16;46;-156.768;1.831;-83.778;59.9851764;30.1673017;56;203;635;0;668;626;304;0;165.35;864;1355;481;151
2418123;28.05.2021;12;16;46;-155.144;1.872;-83.8;59.9851781;30.1672948;61;203;635;0;670;626;303;0;165.35;861;1382;480;151
2418223;28.05.2021;12;16;46;-153.456;1.89;-83.895;59.9851781;30.1672948;61;210;644;0;671;626;303;0;165.35;861;1382;480;151
2418323;28.05.2021;12;16;46;-152.286;1.901;-84.025;59.9851781;30.1672948;61;210;644;0;663;626;302;0;165.35;861;1382;480;151
2418423;28.05.2021;12;16;47;-150.891;1.927;-84.203;59.9851781;30.1672948;61;210;644;0;667;626;301;0;165.35;861;1382;480;151
2418523;28.05.2021;12;16;47;-149.407;1.973;-84.406;59.9851781;30.1672948;61;210;644;0;666;626;301;0;165.35;861;1382;480;151
2418623;28.05.2021;12;16;47;-148.058;2.04;-84.681;59.9851781;30.1672948;61;210;644;0;667;626;301;0;165.35;861;1382;480;151
2418724;28.05.2021;12;16;47;-146.707;2.052;-84.909;59.9851781;30.1672948;61;210;644;0;666;626;302;0;165.35;861;1382;480;151
2418824;28.05.2021;12;16;47;-145.62;2.015;-85.056;59.9851781;30.1672948;61;210;644;0;667;626;301;0;165.35;861;1382;480;151
2418924;28.05.2021;12;16;47;-144.103;1.856;-85.166;59.9851786;30.1672909;61;210;644;0;665;632;299;0;165.35;864;1385;480;154
2419024;28.05.2021;12;16;47;-142.795;1.586;-85.095;59.9851786;30.1672909;61;210;644;0;667;632;301;0;165.35;864;1385;480;154
2419125;28.05.2021;12;16;47;-141.384;1.208;-84.969;59.9851786;30.1672909;61;228;644;0;669;632;299;0;165.35;864;1385;480;154
2419225;28.05.2021;12;16;47;-140.223;0.801;-84.769;59.9851786;30.1672909;62;228;668;0;670;630;299;0;165.35;864;1389;481;153
2419325;28.05.2021;12;16;47;-139.426;0.467;-84.562;59.9851786;30.1672909;62;228;668;0;669;630;298;0;165.35;864;1389;481;153
2419426;28.05.2021;12;16;48;-138.469;0.184;-84.447;59.9851786;30.1672909;62;228;668;0;670;630;299;0;165.35;864;1389;481;153
2419526;28.05.2021;12;16;48;-137.444;0.103;-84.388;59.9851786;30.1672789;62;228;668;0;666;630;297;0;165.35;864;1389;481;153
2419626;28.05.2021;12;16;48;-136.408;0.396;-84.603;59.9851786;30.1672789;62;228;668;0;668;630;297;0;165.35;864;1389;481;153
2419727;28.05.2021;12;16;48;-135.16;1.068;-84.929;59.9851786;30.1672789;62;228;668;0;670;630;297;0;165.35;864;1389;481;153
2419827;28.05.2021;12;16;48;-134.332;1.616;-85.109;59.9851786;30.1672789;62;228;668;0;669;630;296;0;165.35;864;1389;481;153
2419927;28.05.2021;12;16;48;-132.993;2.495;-85.223;59.9851786;30.1672789;62;228;668;0;667;630;296;0;165.35;864;1389;481;153
2420027;28.05.2021;12;16;48;-131.594;3.172;-85.063;59.9851774;30.1672729;62;238;668;0;669;630;296;0;165.35;860;1378;480;153
2420128;28.05.2021;12;16;48;-130.314;3.46;-84.646;59.9851774;30.1672729;60;238;685;0;667;630;295;0;165.35;860;1378;480;153
2420228;28.05.2021;12;16;48;-129.064;3.366;-83.989;59.9851774;30.1672729;60;238;685;0;667;630;296;0;165.35;860;1378;480;153
2420328;28.05.2021;12;16;48;-128.129;3.069;-83.359;59.9851745;30.1672645;60;238;685;0;672;630;294;0;165.35;861;1379;481;153
2420428;28.05.2021;12;16;49;-127.033;2.409;-82.444;59.9851745;30.1672645;60;238;685;0;668;630;294;0;165.35;861;1379;481;153
2420528;28.05.2021;12;16;49;-126.123;1.733;-81.698;59.9851745;30.1672645;60;238;685;0;670;630;294;0;165.35;861;1379;481;153
2420628;28.05.2021;12;16;49;-125.161;1.161;-81.21;59.9851745;30.1672645;60;238;685;0;668;630;294;0;165.35;861;1379;481;153
2420728;28.05.2021;12;16;49;-124.278;0.996;-81.316;59.9851745;30.1672645;60;238;685;0;671;630;294;0;165.35;861;1379;481;153
2420828;28.05.2021;12;16;49;-123.586;1.034;-81.641;59.9851745;30.1672645;60;238;685;0;669;630;293;0;165.35;861;1379;481;153
2420928;28.05.2021;12;16;49;-122.594;1.318;-82.543;59.9851745;30.1672645;60;224;685;0;668;630;293;0;165.35;861;1379;481;153
2421028;28.05.2021;12;16;49;-121.685;1.65;-83.543;59.9851745;30.1672645;60;224;656;0;669;630;294;0;165.35;861;1379;481;153
2421128;28.05.2021;12;16;49;-120.609;2.073;-84.796;59.9851731;30.1672614;60;224;656;0;666;630;291;0;165.35;861;1379;481;153
2421228;28.05.2021;12;16;49;-119.769;2.316;-85.658;59.9851731;30.1672614;60;224;656;0;667;630;291;0;165.35;861;1379;481;153
2421328;28.05.2021;12;16;49;-118.709;2.594;-86.588;59.9851731;30.1672614;60;224;656;0;666;630;292;0;165.35;861;1379;481;153
2421428;28.05.2021;12;16;50;-117.509;2.816;-87.245;59.9851731;30.1672614;60;224;656;0;670;630;291;0;165.35;861;1379;481;153
2421528;28.05.2021;12;16;50;-116.409;3.036;-87.456;59.9851731;30.1672614;60;224;656;0;670;630;290;0;165.35;861;1379;481;153
2421628;28.05.2021;12;16;50;-115.522;3.217;-87.302;59.9851731;30.1672614;60;224;656;0;670;630;292;0;165.35;861;1379;481;153
2421728;28.05.2021;12;16;50;-114.262;3.439;-86.694;59.9851731;30.1672614;60;224;656;0;667;630;291;0;165.35;861;1379;481;153
2421828;28.05.2021;12;16;50;-113.104;3.561;-85.766;59.9851731;30.1672614;60;227;656;0;665;630;290;0;165.35;861;1379;481;153
2421928;28.05.2021;12;16;50;-111.806;3.563;-84.532;59.9851731;30.1672614;60;227;680;0;667;630;290;0;165.35;861;1379;481;153
2422028;28.05.2021;12;16;50;-110.602;3.469;-83.458;59.9851731;30.1672614;60;227;680;0;668;630;288;0;165.35;861;1379;481;153
2422128;28.05.2021;12;16;50;-109.671;3.266;-82.661;59.9851731;30.1672614;60;227;680;0;669;630;291;0;165.35;861;1379;481;153
2422228;28.05.2021;12;16;50;-108.382;2.996;-81.89;59.985166;30.167256;60;227;680;65535;671;2318;289;0;165.35;864;1379;476;925
2422328;28.05.2021;12;16;50;-107.276;2.755;-81.474;59.985166;30.167256;60;227;680;65535;721;2318;288;0;165.35;864;1379;476;925
2422428;28.05.2021;12;16;51;-106.232;2.537;-81.325;59.985166;30.167256;60;227;680;65535;786;2318;289;0;165.35;864;1379;476;925
2422528;28.05.2021;12;16;51;-105.164;2.285;-81.415;59.9851595;30.1672551;60;227;680;65535;851;2318;289;0;165.35;861;1377;480;925
2422628;28.05.2021;12;16;51;-104.45;2.086;-81.59;59.9851595;30.1672551;60;227;680;65535;924;2318;288;0;165.35;861;1377;480;925
2422728;28.05.2021;12;16;51;-103.579;1.766;-81.956;59.9851595;30.1672551;60;221;680;65535;995;2318;289;0;165.35;861;1377;480;925
2422828;28.05.2021;12;16;51;-102.524;1.527;-82.573;59.9851595;30.1672551;60;221;662;65535;1058;2318;288;0;165.35;861;1377;480;925
2422928;28.05.2021;12;16;51;-101.465;1.543;-83.245;59.9851595;30.1672551;60;221;662;65535;1119;2318;288;0;165.35;861;1377;480;925
2423028;28.05.2021;12;16;51;-100.397;1.816;-83.957;59.9851595;30.1672551;60;221;662;65535;1187;2325;287;0;165.35;864;1376;476;928
2423128;28.05.2021;12;16;51;-99.527;2.276;-84.555;59.9851595;30.1672551;60;221;662;65535;1253;2325;288;0;165.35;864;1376;476;928
2423228;28.05.2021;12;16;51;-98.447;3.044;-85.226;59.9851595;30.1672551;60;221;662;65535;1319;2325;286;0;165.35;864;1376;476;928
2423328;28.05.2021;12;16;51;-97.495;3.816;-85.673;59.9851574;30.167256;60;221;662;65535;1386;2325;288;0;165.35;864;1376;476;928
2423428;28.05.2021;12;16;52;-96.5;4.488;-85.844;59.9851574;30.167256;60;221;662;65535;1454;2325;287;0;165.35;864;1376;476;928
2423528;28.05.2021;12;16;52;-95.734;4.836;-85.745;59.9851574;30.167256;60;221;662;65535;1517;2325;288;0;165.35;864;1376;476;928
2423628;28.05.2021;12;16;52;-95.192;4.885;-85.484;59.9851574;30.167256;60;221;662;65535;1589;2325;287;0;165.35;864;1376;476;928
2423729;28.05.2021;12;16;52;-94.673;4.685;-84.983;59.9851574;30.167256;60;226;662;65535;1658;2325;288;0;165.35;864;1376;476;928
2423829;28.05.2021;12;16;52;-94.315;4.223;-84.28;59.9851514;30.1672624;56;226;679;65535;1727;3381;289;0;165.35;864;1355;469;1411
2423930;28.05.2021;12;16;52;-94.121;3.649;-83.505;59.9851514;30.1672624;56;226;679;65535;1798;3381;287;0;165.35;864;1355;469;1411
2424030;28.05.2021;12;16;52;-94.008;3.182;-82.912;59.9851514;30.1672624;56;226;679;65535;1861;3381;287;0;165.35;864;1355;469;1411
2424132;28.05.2021;12;16;52;-93.915;2.917;-82.555;59.9851514;30.1672624;56;226;679;65535;1935;3381;287;0;165.35;864;1355;469;1411
2424232;28.05.2021;12;16;52;-93.761;2.765;-82.349;59.9851514;30.1672624;56;226;679;65535;2000;3381;286;0;165.35;864;1355;469;1411
2424332;28.05.2021;12;16;52;-93.573;2.851;-82.45;59.9851514;30.1672624;56;226;679;65535;2070;3381;288;0;165.35;864;1355;469;1411
2424432;28.05.2021;12;16;53;-93.388;3.037;-82.82;59.9851485;30.1672699;55;226;679;20400;2123;2325;288;0;165.35;864;1349;476;928
2424532;28.05.2021;12;16;53;-93.246;3.444;-83.465;59.9851485;30.1672699;56;202;679;19700;2153;2325;286;0;165.35;864;1349;476;928
2424632;28.05.2021;12;16;53;-93.272;3.631;-84.043;59.9851485;30.1672699;56;202;648;15000;2186;2325;287;0;165.35;864;1349;476;928
2424732;28.05.2021;12;16;53;-93.29;3.805;-84.834;59.9851485;30.1672699;55;202;648;13107;2221;2325;287;0;165.35;864;1349;476;928
